war_id,war_name,war_type,war_type_code,start_date,end_date,belligerents_side1,belligerents_side2,initiator,outcome,total_deaths,where_fought,source_file
IN717,Spanish Miners,Intra-State War (国内战争-地方政府),5,1934-10-04,1934-10-08,Spain,Asturian Miners,,胜利 (Victory),1335,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IS127,Conquest of Ethiopia,Inter-State War (国家间战争),1,1935-10-03,1936-05-09,Italy,Ethiopia,Ethiopia,胜利 (Victory),20000,拉美 (Latin America),Inter-StateWarData_v4.0.csv
ES454,British-Palestinian,Extra-State War (国家对外战争),2,1936-04-20,1936-10-01,United Kingdom,Palestinians,,胜利 (Victory),126,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
IN718,Spanish Civil War,Intra-State War (国内战争-中央政府),4,1936-07-18,1939-03-29,Spain; -8; -8; -8,Falange; Portugal; Germany; Italy,,失败 (Defeat),466276,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
ES455,Second British-Waziristan,Extra-State War (国家对外战争),3,1936-11-25,1938-01-08,United Kingdom,Pathan tribes,,胜利 (Victory),200,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IS130,Third Sino-Japanese,Inter-State War (国家间战争),1,1937-07-07,1941-12-06,Japan,China,Japan,胜利 (Victory),1000000,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IS133,Changkufeng,Inter-State War (国家间战争),1,1938-07-29,1938-08-11,Japan,USSR,Japan,失败 (Defeat),1726,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IS136,Nomonhan,Inter-State War (国家间战争),1,1939-05-11,1939-09-16,USSR; Mongolia,Japan,,胜利 (Victory),28000,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IS142,Russo-Finnish,Inter-State War (国家间战争),1,1939-11-30,1940-03-12,USSR,Finland,USSR,胜利 (Victory),151798,西欧 (Western Europe),Inter-StateWarData_v4.0.csv
IS145,Franco-Thai,Inter-State War (国家间战争),1,1940-12-01,1941-01-28,Thailand,France,Thailand,胜利 (Victory),1400,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IS139,World War II,Inter-State War (国家间战争),1,1941-06-27,1945-01-20,Belgium; Yugoslavia; Norway; Canada; United States of America; United Kingdom; Netherlands; Romania; Bulgaria; Greece; Brazil; Italy; Australia; New Zealand; USSR; Poland; France; Mongolia; China; South Africa; Ethiopia,Hungary; France; Finland; Italy; Romania; Bulgaria; Germany; Japan,Japan,胜利 (Victory),16634907,西欧 (Western Europe),Inter-StateWarData_v4.0.csv
IN720,Greek Civil War,Intra-State War (国内战争-中央政府),4,1944-12-05,1945-01-11,United Kingdom; Greece,-8; Communists,,胜利 (Victory),68199,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN723,Forest Brethren,Intra-State War (国内战争-地方政府),5,1945-05-08,1951-12-31,USSR,Baltic Guerillas,,胜利 (Victory),32400,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN722,Ukrainian Partisans,Intra-State War (国内战争-地方政府),5,1945-05-08,1947-12-31,USSR,UPA,,胜利 (Victory),34991,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN721,Polish Ukrainians,Intra-State War (国内战争-地方政府),5,1945-05-08,1947-11-18,Poland; USSR,UPA; -8,,胜利 (Victory),24692,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
ES456,Indonesian,Extra-State War (国家对外战争),2,1945-11-10,1946-10-15,United Kingdom; Netherlands,-8; Indonesia,,妥协 (Compromise),1800,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IN725,"Chinese Civil War, Phase 2",Intra-State War (国内战争-中央政府),4,1946-03-15,1950-04-21,China,Communists,,失败 (Defeat),1200000,亚洲 (Asia),Intra-StateWarData_v4.1.csv
NS1570,Partition Communal War,Non-State War (非国家战争),8,1946-08-16,1947-08-01,Muslims; -8,Hindus;  Sikhs; -8; -8; -8,Muslims,胜利 (Victory),0,亚洲 (Asia),Non-StateWarData_v4.0.csv
ES457,French-Indochina,Extra-State War (国家对外战争),2,1946-11-20,1954-06-01,France,Vietminh,,失败 (Defeat),94500,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IN726,Taiwan Revolt,Intra-State War (国内战争-地方政府),5,1947-02-28,1947-03-21,China,Taiwanese,,胜利 (Victory),1250,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN727,Paraguay,Intra-State War (国内战争-中央政府),4,1947-03-07,1947-08-20,Paraguay,Leftists,,胜利 (Victory),-18,北美 (North America),Intra-StateWarData_v4.1.csv
ES459,Third Franco-Madagascan,Extra-State War (国家对外战争),2,1947-03-29,1948-12-01,France,Madagascar,,胜利 (Victory),1000,拉美 (Latin America),Extra-StateWarData_v4.0.csv
NS1571,Hyderabad War,Non-State War (非国家战争),8,1947-08-15,1948-09-12,Telenganans; -8,Razakars; -8; -8; -8; -8,Telenganans,转型 (Transformed),0,亚洲 (Asia),Non-StateWarData_v4.0.csv
IS147,First Kashmir,Inter-State War (国家间战争),1,1947-10-26,1949-01-01,India,Pakistan,Pakistan,僵局 (Stalemate),3500,亚洲 (Asia),Inter-StateWarData_v4.0.csv
NS1572,Palestine War,Non-State War (非国家战争),8,1947-11-29,1948-05-14,Arabs; -8,Zionists; -8; -8; -8; -8,Zionists,转型 (Transformed),1886,中东/北非 (Middle East/North Africa),Non-StateWarData_v4.0.csv
IN728,Yemeni Imamate,Intra-State War (国内战争-中央政府),4,1948-02-17,1948-03-20,Yemen,Anti-Imam Coalition,,胜利 (Victory),-18,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN730,Costa Rica,Intra-State War (国内战争-中央政府),4,1948-03-12,1948-04-17,Costa Rica,National Union Party,,失败 (Defeat),2000,北美 (North America),Intra-StateWarData_v4.1.csv
NS1573,Cheju Rebellion,Non-State War (非国家战争),8,1948-04-03,1949-05-01,Communists; military,South Korea; -8; -8; -8; -8,Communists,失败 (Defeat),17000,亚洲 (Asia),Non-StateWarData_v4.0.csv
IN731,"Seventh Colombian ""La Violencia""",Intra-State War (国内战争-中央政府),4,1948-04-09,1958-08-07,Colombia,Liberals,,胜利 (Victory),29800,北美 (North America),Intra-StateWarData_v4.1.csv
IS148,Arab-Israeli,Inter-State War (国家间战争),1,1948-05-15,1948-07-18,Israel,Egypt; Syria; Lebanon; Jordan; Iraq,Iraq,胜利 (Victory),8000,中东/北非 (Middle East/North Africa),Inter-StateWarData_v4.0.csv
ES460,Malayan Rebellion,Extra-State War (国家对外战争),2,1948-06-18,1957-08-31,United Kingdom,Malayan Communists,,胜利 (Victory),2400,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IN732,First Burmese,Intra-State War (国内战争-地方政府),5,1948-08-15,1951-07-31,Burma,Karens & Communists,,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
ES461,Indo-Hyderabad,Extra-State War (国家对外战争),3,1948-09-13,1948-09-17,India,Hyderabad,India,胜利 (Victory),10,亚洲 (Asia),Extra-StateWarData_v4.0.csv
ES462,Third Sino-Tibetan,Extra-State War (国家对外战争),3,1950-05-01,1950-10-28,China,Tibet,China,胜利 (Victory),10000,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IN733,South Moluccas,Intra-State War (国内战争-地方政府),5,1950-05-31,1950-11-03,Indonesia,Moluccans,,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN735,Hukbalahap Rebellion,Intra-State War (国内战争-中央政府),4,1950-09-01,1954-05-01,Philippines,Huks,,胜利 (Victory),11300,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IS151,Korean,Inter-State War (国家间战争),1,1950-10-27,1953-07-27,Belgium; Canada; Colombia; United Kingdom; Netherlands; Greece; France; Turkey; Philippines; Thailand; Ethiopia; Australia; South Korea; United States of America,China; North Korea,China,僵局 (Stalemate),910084,亚洲 (Asia),Inter-StateWarData_v4.0.csv
ES463,Franco-Tunisian,Extra-State War (国家对外战争),2,1952-01-18,1954-07-31,France,Tunisia,,失败 (Defeat),2000,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
IN737,Bolivia,Intra-State War (国内战争-中央政府),4,1952-04-08,1952-04-11,Bolivia,Leftists,,失败 (Defeat),-18,北美 (North America),Intra-StateWarData_v4.1.csv
ES464,British-Mau Mau,Extra-State War (国家对外战争),2,1952-10-20,1956-10-01,United Kingdom,Mau Mau,,胜利 (Victory),600,拉美 (Latin America),Extra-StateWarData_v4.0.csv
ES465,Moroccan Independence,Extra-State War (国家对外战争),2,1953-08-20,1956-03-12,France,Morocco,,失败 (Defeat),2000,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
IN738,Indonesia Darul Islam,Intra-State War (国内战争-中央政府),4,1953-09-20,1953-11-23,Indonesia,Darul Islam,,胜利 (Victory),2700,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IS153,Off-shore Islands,Inter-State War (国家间战争),1,1954-09-03,1955-04-23,China,Taiwan,Taiwan,胜利 (Victory),2370,亚洲 (Asia),Inter-StateWarData_v4.0.csv
ES466,Third Franco-Algerian,Extra-State War (国家对外战争),2,1954-11-01,1962-03-17,France,Algeria,,失败 (Defeat),18000,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
IN740,Argentine Military,Intra-State War (国内战争-中央政府),4,1955-06-15,1955-09-19,Argentina,Military,,失败 (Defeat),-18,北美 (North America),Intra-StateWarData_v4.1.csv
IN741,Tibetan Khamba Rebellion,Intra-State War (国内战争-地方政府),5,1956-03-01,1959-04-14,China,Khamba Tibetans,,胜利 (Victory),16000,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IS155,Sinai War,Inter-State War (国家间战争),1,1956-10-31,1956-11-06,France; Israel; United Kingdom,Egypt,Egypt,胜利 (Victory),3221,中东/北非 (Middle East/North Africa),Inter-StateWarData_v4.0.csv
IS156,Soviet Invasion of Hungary,Inter-State War (国家间战争),1,1956-11-04,1956-11-14,USSR,Hungary,USSR,胜利 (Victory),2426,西欧 (Western Europe),Inter-StateWarData_v4.0.csv
IN742,Indonesian Leftists,Intra-State War (国内战争-中央政府),4,1956-12-15,1962-06-04,Indonesia,Leftists,,胜利 (Victory),27200,亚洲 (Asia),Intra-StateWarData_v4.1.csv
ES467,French-Cameroon,Extra-State War (国家对外战争),2,1957-01-01,1958-01-05,France,UPC,,胜利 (Victory),1000,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IS158,IfniWar,Inter-State War (国家间战争),1,1958-02-10,1958-04-10,France; Spain,Morocco,,胜利 (Victory),1122,中东/北非 (Middle East/North Africa),Inter-StateWarData_v4.0.csv
IN745,Cuban Revolution,Intra-State War (国内战争-中央政府),4,1958-05-24,1959-01-02,Cuba,Castroites,,失败 (Defeat),3000,北美 (North America),Intra-StateWarData_v4.1.csv
IN743,First Lebanese,Intra-State War (国内战争-中央政府),4,1958-07-16,1958-09-15,United States of America; Lebanon,-8; National Front,,胜利 (Victory),-25,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IS159,Taiwan Straits,Inter-State War (国家间战争),1,1958-08-23,1958-11-23,China (PRC),Taiwan (ROC),Taiwan (ROC),僵局 (Stalemate),1800,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IN746,Second Burmese,Intra-State War (国内战争-中央政府),4,1958-11-01,1960-04-01,Burma,Karens & Communists,,释放 (Released),3150,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN747,Iraq-Shammar,Intra-State War (国内战争-中央政府),4,1959-03-06,1959-03-10,Iraq,Shammar Tribe & Pro-WesternOfficers,,胜利 (Victory),-18,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
NS1574,Rwandan Social Revolution,Non-State War (非国家战争),8,1959-10-19,1962-07-01,Hutu; -8,Tutsi; -8; -8; -8; -8,Hutu,胜利 (Victory),0,拉美 (Latin America),Non-StateWarData_v4.0.csv
IN750,First DRC (Zaire),Intra-State War (国内战争-地方政府),5,1960-07-11,1960-09-14,-8; Zaire,Belgium; Katanga & Leftists,,胜利 (Victory),24,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN748,Vietnam Phase 1,Intra-State War (国内战争-中央政府),4,1961-01-01,1965-02-06,"United States of America; Vietnam, Republic of",-8; NLF,,转型 (Transformed),100698,亚洲 (Asia),Intra-StateWarData_v4.1.csv
ES469,Angolan-Portuguese,Extra-State War (国家对外战争),2,1961-02-03,1974-10-14,Portugal,Angola,,转型 (Transformed),4000,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IN751,First Laotian,Intra-State War (国内战争-中央政府),4,1961-05-01,1962-06-15,-8; Laos,"Vietnam, Democratic Rep.; Pathet Lao",,妥协 (Compromise),4983,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN752,First Iraqi Kurd,Intra-State War (国内战争-地方政府),5,1961-09-11,1963-11-22,Iraq,Kurds,,僵局 (Stalemate),2500,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN753,Algerian Revolutionaries,Intra-State War (国内战争-中央政府),4,1962-07-28,1963-01-15,Algeria,ALN,,失败 (Defeat),1500,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IS160,Assam,Inter-State War (国家间战争),1,1962-10-20,1962-11-22,China (PRC),India,China (PRC),胜利 (Victory),1853,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IN755,North Yemen,Intra-State War (国内战争-中央政府),4,1962-12-15,1967-10-16,Egypt/United Arab Republic; Yemen Arab Republic,-8; Royalists,,胜利 (Victory),9974,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN760,Second DRC (Jeunesse),Intra-State War (国内战争-地方政府),5,1963-10-01,1965-01-01,Congo,Juenesse warriors,,胜利 (Victory),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN758,First South Sudan,Intra-State War (国内战争-地方政府),5,1963-10-01,1972-02-28,Sudan,Anya Nya,,妥协 (Compromise),-18,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN757,First Ogaden,Intra-State War (国内战争-地方政府),5,1963-11-01,1964-03-30,-8; Ethiopia,Somalia; Ogaden,,胜利 (Victory),-35,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN761,First Rwanda,Intra-State War (国内战争-中央政府),4,1963-11-15,1964-02-06,Rwanda,Watusi,,胜利 (Victory),1000,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN763,Zanzibar Arab-African,Intra-State War (国内战争-中央政府),4,1964-01-12,1964-01-15,Zanzibar,Africans,,失败 (Defeat),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN756,Second Laotian Phase 1,Intra-State War (国内战争-中央政府),4,1964-05-19,1968-01-12,United States of America; Laos; -8,"-8; Pathet Lao; Vietnam, Democratic Rep.",,转型 (Transformed),20934,亚洲 (Asia),Intra-StateWarData_v4.1.csv
ES471,Mozambique-Portuguese,Extra-State War (国家对外战争),2,1964-09-25,1975-06-25,Portugal,Mozambique,,失败 (Defeat),3500,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IN762,Third DRC (Simba) Rebellion,Intra-State War (国内战争-中央政府),4,1964-11-24,1965-09-14,Belgium; Congo,-8; Gbenye followers,,胜利 (Victory),4246,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IS163,"Vietnam War, Phase 2",Inter-State War (国家间战争),1,1965-02-07,1973-01-27,Vietnam,United States of America; Cambodia; South Korea; Philippines; South Vietnam; Thailand; Australia,Australia,胜利 (Victory),1021442,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IN765,Second Iraqi Kurds,Intra-State War (国内战争-地方政府),5,1965-04-03,1966-06-21,Iraq,Kurds,,妥协 (Compromise),3000,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN766,Dominican Republic,Intra-State War (国内战争-中央政府),4,1965-04-29,1965-09-06,United States of America; Dominican Republic,-8; Leftists,,释放 (Released),2510,北美 (North America),Intra-StateWarData_v4.1.csv
IN767,First West Papua,Intra-State War (国内战争-地方政府),5,1965-07-26,1969-07-17,Indonesia,"OPM, West Papua",,僵局 (Stalemate),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IS166,Second Kashmir,Inter-State War (国家间战争),1,1965-08-05,1965-09-23,Pakistan,India,Pakistan,胜利 (Victory),7061,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IN768,First Uganda,Intra-State War (国内战争-地方政府),5,1966-05-23,1966-06-01,Uganda,Buganda Tribe,,胜利 (Victory),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN770,First Guatemala,Intra-State War (国内战争-中央政府),4,1966-10-01,1968-08-01,United States; Guatemala,-8; Leftists,,胜利 (Victory),1020,北美 (North America),Intra-StateWarData_v4.1.csv
IN772,Cultural Revolution Phase 1,Intra-State War (国内战争-非政府),6,1967-01-09,1967-09-04,Red Guard,Regional military,,转型 (Transformed),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN773,Third Burmese,Intra-State War (国内战争-地方政府),5,1967-06-01,1980-10-22,Burma,Karens & Communists,,释放 (Released),29200,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IS169,Six Day War,Inter-State War (国家间战争),1,1967-06-05,1967-06-10,Israel,Egypt; Jordan; Syria,Syria,胜利 (Victory),19600,中东/北非 (Middle East/North Africa),Inter-StateWarData_v4.0.csv
IN775,Biafra,Intra-State War (国内战争-地方政府),5,1967-07-06,1970-01-12,Nigeria,Biafrans,,胜利 (Victory),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN776,Cultural Revolution Phase 2,Intra-State War (国内战争-中央政府),4,1967-09-05,1968-09-01,China,Red Guard,,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IS170,"Second Laotian, Phase 2",Inter-State War (国家间战争),1,1968-01-13,1973-04-17,Vietnam,United States of America; Thailand; Laos,Vietnam,胜利 (Victory),13875,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IN771,First Chad (FROLINAT) Rebellion,Intra-State War (国内战争-地方政府),5,1968-08-01,1971-06-16,France; Chad,-8; Frolinat Rebels,,胜利 (Victory),3542,拉美 (Latin America),Intra-StateWarData_v4.1.csv
NS1577,Dhofar Rebellion Phase 1,Non-State War (非国家战争),8,1968-09-01,1971-10-06,Dhofar; -8,Oman; -8; -8; -8; -8,Dhofar,僵局 (Stalemate),0,中东/北非 (Middle East/North Africa),Non-StateWarData_v4.0.csv
IN777,Third Iraqi Kurds,Intra-State War (国内战争-地方政府),5,1969-01-03,1970-03-11,Iraq,Kurds,,妥协 (Compromise),4000,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IS172,War of Attrition,Inter-State War (国家间战争),1,1969-03-06,1970-08-07,Israel,Egypt,,僵局 (Stalemate),5368,中东/北非 (Middle East/North Africa),Inter-StateWarData_v4.0.csv
IS175,Football War,Inter-State War (国家间战争),1,1969-07-14,1969-07-18,El Salvador,Honduras,El Salvador,胜利 (Victory),1900,北美 (North America),Inter-StateWarData_v4.0.csv
IN778,Naxalite Rebellion,Intra-State War (国内战争-地方政府),5,1970-02-01,1971-11-01,India,Naxalite Marxists,,胜利 (Victory),2100,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IS176,Communist Coalition,Inter-State War (国家间战争),1,1970-03-23,1971-07-02,Vietnam,United States of America; Cambodia; South Vietnam,South Vietnam,转型 (Transformed),6525,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IN780,Black September,Intra-State War (国内战争-中央政府),4,1970-09-20,1970-09-23,-8; Jordan,Syria; Palestinians,,胜利 (Victory),3532,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN781,Second Guatemala,Intra-State War (国内战争-中央政府),4,1970-11-15,1971-09-15,Guatemala,Leftists,,胜利 (Victory),1000,北美 (North America),Intra-StateWarData_v4.1.csv
IN782,Pakistan-Bengal,Intra-State War (国内战争-地方政府),5,1971-03-25,1971-12-02,Pakistan,Bengalis,,转型 (Transformed),2491,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN783,First Sri Lanka-JVP,Intra-State War (国内战争-中央政府),4,1971-04-06,1971-05-16,Sri Lanka,Janatha Vimukthi- JVP,,胜利 (Victory),4053,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN785,Khmer Rouge,Intra-State War (国内战争-中央政府),4,1971-07-03,1973-08-15,United States of America; Cambodia,-8; Khmer Rouge,,失败 (Defeat),85367,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IS178,Bangladesh,Inter-State War (国家间战争),1,1971-12-03,1971-12-17,India,Pakistan,,胜利 (Victory),11223,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IN786,First Philippine-Moro,Intra-State War (国内战争-地方政府),5,1972-01-01,1981-04-19,Philippines,MNLF Moros,,胜利 (Victory),30000,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN787,Communist Insurgency,Intra-State War (国内战争-中央政府),4,1972-01-01,1973-10-15,Thailand,Communists,,僵局 (Stalemate),2200,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN788,Eritrean Split,Intra-State War (国内战争-非政府),7,1972-02-01,1974-01-01,ELF,EPLF,,僵局 (Stalemate),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN789,First Burundi,Intra-State War (国内战争-中央政府),4,1972-04-29,1972-05-25,Burundi,Hutu,,胜利 (Victory),2000,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN790,Philippines-NPA,Intra-State War (国内战争-中央政府),4,1972-10-01,1992-12-31,Philippines,NPA,,僵局 (Stalemate),31000,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN791,Rhodesia,Intra-State War (国内战争-中央政府),4,1972-12-28,1979-12-28,Rhodesia,Patriotic Front,,失败 (Defeat),11000,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN792,Baluchi Separatists,Intra-State War (国内战争-地方政府),5,1973-01-23,1977-07-01,Pakistan,Baluchi Rebels,,胜利 (Victory),8600,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN793,Chilean Coup of 1973,Intra-State War (国内战争-中央政府),4,1973-09-11,1973-09-15,Chile,Pinochet led military,,失败 (Defeat),3400,北美 (North America),Intra-StateWarData_v4.1.csv
IN795,Dhofar Rebellion Phase 2,Intra-State War (国内战争-地方政府),5,1973-10-01,1975-12-11,United Kingdom; Iran; Oman,-8; -8; PFLOAG,,胜利 (Victory),2989,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IS181,Yom Kippur War,Inter-State War (国家间战争),1,1973-10-06,1973-10-24,Israel,Egypt; Saudi Arabia; Jordan; Syria; Iraq,Iraq,胜利 (Victory),14439,中东/北非 (Middle East/North Africa),Inter-StateWarData_v4.0.csv
IN797,Fourth Iraqi Kurds,Intra-State War (国内战争-地方政府),5,1974-03-18,1975-03-06,-8; Iraq,Iran; Kurds,,胜利 (Victory),19983,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IS184,Turco-Cypriot,Inter-State War (国家间战争),1,1974-07-20,1974-07-29,Turkey,Cyprus,Cyprus,胜利 (Victory),1500,西欧 (Western Europe),Inter-StateWarData_v4.0.csv
NS1581,Angola Guerilla War,Non-State War (非国家战争),8,1974-10-15,1975-10-22,MPLA; -8,FLNA; UNITA; -8; -8; -8,MPLA,转型 (Transformed),0,拉美 (Latin America),Non-StateWarData_v4.0.csv
IN800,Argentine Leftists,Intra-State War (国内战争-中央政府),4,1975-02-01,1977-03-01,Argentina,"Montoneros, ERP",,胜利 (Victory),2850,北美 (North America),Intra-StateWarData_v4.1.csv
IN801,Second Lebanese,Intra-State War (国内战争-非政府),7,1975-04-13,1976-11-15,Maronite militias; Syria,Lebanese National Movement; -8,,妥协 (Compromise),474,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
NS1582,East Timorese War Phase 1,Non-State War (非国家战争),8,1975-08-11,1975-10-15,Fretilin;  Apodeti,UDT; -8; -8; -8; -8,UDT,转型 (Transformed),0,亚洲 (Asia),Non-StateWarData_v4.0.csv
ES472,"East Timorese, Phase 2",Extra-State War (国家对外战争),3,1975-10-16,1976-07-17,Indonesia,Fretilin & UDT,Indonesia,转型 (Transformed),12500,亚洲 (Asia),Extra-StateWarData_v4.0.csv
ES473,Namibian,Extra-State War (国家对外战争),2,1975-10-17,1988-12-13,South Africa,SWAPO-Namibia,South Africa,失败 (Defeat),1100,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IS186,War over Angola,Inter-State War (国家间战争),1,1975-10-23,1976-02-12,Cuba; Angola,South Africa; Democratic Republic of the Congo,Democratic Republic of the Congo,转型 (Transformed),2700,拉美 (Latin America),Inter-StateWarData_v4.0.csv
ES474,Western Saharan,Extra-State War (国家对外战争),3,1975-12-11,1983-12-23,Morocco; -8; Mauritania,Polisario; Algeria; -8,,释放 (Released),12000,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
IN802,Second West Papua,Intra-State War (国内战争-地方政府),5,1976-01-01,1978-04-14,Indonesia,"OPR, West Papua",,僵局 (Stalemate),2100,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN804,Angolan Control,Intra-State War (国内战争-中央政府),4,1976-02-13,1991-05-15,Cuba; Angola; -8,-8; UNITA; South Africa,,妥协 (Compromise),6266,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN803,Third Laotian,Intra-State War (国内战争-地方政府),5,1976-04-01,1979-05-01,Laos; Vietnam,Hmong; -8,,胜利 (Victory),6992,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN805,Second Ogaden Phase 1,Intra-State War (国内战争-地方政府),5,1976-07-01,1977-07-22,Cuba; -8; Ethiopia,-8; Somalia; WSLF,,转型 (Transformed),32384,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN806,East Timorese War Phase 3,Intra-State War (国内战争-地方政府),5,1976-07-18,1979-05-26,Indonesia,Fretilin,,胜利 (Victory),1791,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN798,Eritrean War,Intra-State War (国内战争-地方政府),5,1976-12-05,1978-12-01,Cuba; Ethiopia,-8; Eritrean Peo. Lib.,,胜利 (Victory),12483,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IS187,"Second Ogaden War, Phase 2",Inter-State War (国家间战争),1,1977-07-23,1978-03-09,Ethiopia; Cuba,Somalia,,转型 (Transformed),10500,拉美 (Latin America),Inter-StateWarData_v4.0.csv
IS189,Vietnamese-Cambodian,Inter-State War (国家间战争),1,1977-09-24,1979-01-08,Vietnam,Cambodia,,转型 (Transformed),8000,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IN807,Third Lebanese,Intra-State War (国内战争-非政府),7,1978-02-01,1978-10-04,Lebanese Forces; -8; Israel,PLO & Shiite militia; Syria; -8,,僵局 (Stalemate),3075,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN808,Second Ogaden Phase 3,Intra-State War (国内战争-地方政府),5,1978-03-10,1980-12-03,Cuba; Ethiopia; -8,"-8; Ogaden, WSLF; Somalia",,胜利 (Victory),23975,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN809,Third Guatemala,Intra-State War (国内战争-中央政府),4,1978-03-12,1984-04-13,Guatemala,The Democratic Front Against Repression (FDCR),,胜利 (Victory),6000,北美 (North America),Intra-StateWarData_v4.1.csv
IN810,Saur Revolution,Intra-State War (国内战争-中央政府),4,1978-04-27,1978-04-28,Afghanistan,Leftist Military,,失败 (Defeat),3000,亚洲 (Asia),Intra-StateWarData_v4.1.csv
